id,diagram_type,source_file,instruction,input,output,text
ex-00341,deployment,plantuml_deployment_diagram_training.jsonl,Generate a deployment diagram showing network zones,,"@startuml
package ""DMZ"" {
  node ""Firewall""
  node ""Load Balancer""
}

package ""Internal Network"" {
  node ""App Server 1""
  node ""App Server 2""
  database ""Database""
}

Firewall --> ""Load Balancer""
""Load Balancer"" --> ""App Server 1""
""Load Balancer"" --> ""App Server 2""
""App Server 1"" --> Database
""App Server 2"" --> Database
@enduml","Diagram type: deployment
Instruction: Generate a deployment diagram showing network zones
PlantUML output:
@startuml
package ""DMZ"" {
  node ""Firewall""
  node ""Load Balancer""
}

package ""Internal Network"" {
  node ""App Server 1""
  node ""App Server 2""
  database ""Database""
}

Firewall --> ""Load Balancer""
""Load Balancer"" --> ""App Server 1""
""Load Balancer"" --> ""App Server 2""
""App Server 1"" --> Database
""App Server 2"" --> Database
@enduml"
ex-00342,deployment,plantuml_deployment_diagram_training.jsonl,Show correct syntax for component with interface,,"@startuml
component ""Business Logic"" as bl
interface ""API"" as api
() ""REST Interface"" as rest

bl - api
api - rest
@enduml","Diagram type: deployment
Instruction: Show correct syntax for component with interface
PlantUML output:
@startuml
component ""Business Logic"" as bl
interface ""API"" as api
() ""REST Interface"" as rest

bl - api
api - rest
@enduml"
ex-00343,deployment,plantuml_deployment_diagram_training.jsonl,Create a deployment with artifacts and files,,"@startuml
node ""Application Server"" {
  artifact ""app.war""
  artifact ""config.xml""
  folder ""logs"" {
    file ""app.log""
    file ""error.log""
  }
}
@enduml","Diagram type: deployment
Instruction: Create a deployment with artifacts and files
PlantUML output:
@startuml
node ""Application Server"" {
  artifact ""app.war""
  artifact ""config.xml""
  folder ""logs"" {
    file ""app.log""
    file ""error.log""
  }
}
@enduml"
ex-00344,deployment,plantuml_deployment_diagram_training.jsonl,Generate PlantUML showing storage hierarchy,,"@startuml
storage ""SAN"" {
  storage ""Volume 1"" {
    folder ""Data""
    folder ""Backups""
  }
  storage ""Volume 2"" {
    folder ""Logs""
  }
}
@enduml","Diagram type: deployment
Instruction: Generate PlantUML showing storage hierarchy
PlantUML output:
@startuml
storage ""SAN"" {
  storage ""Volume 1"" {
    folder ""Data""
    folder ""Backups""
  }
  storage ""Volume 2"" {
    folder ""Logs""
  }
}
@enduml"
ex-00345,deployment,plantuml_deployment_diagram_training.jsonl,Show a deployment with collections and queues,,"@startuml
node ""Message System"" {
  collections ""Message Pool""
  queue ""Queue 1""
  queue ""Queue 2""
}

component ""Producer""
component ""Consumer 1""
component ""Consumer 2""

Producer --> ""Message Pool""
""Message Pool"" --> ""Queue 1""
""Message Pool"" --> ""Queue 2""
""Queue 1"" --> ""Consumer 1""
""Queue 2"" --> ""Consumer 2""
@enduml","Diagram type: deployment
Instruction: Show a deployment with collections and queues
PlantUML output:
@startuml
node ""Message System"" {
  collections ""Message Pool""
  queue ""Queue 1""
  queue ""Queue 2""
}

component ""Producer""
component ""Consumer 1""
component ""Consumer 2""

Producer --> ""Message Pool""
""Message Pool"" --> ""Queue 1""
""Message Pool"" --> ""Queue 2""
""Queue 1"" --> ""Consumer 1""
""Queue 2"" --> ""Consumer 2""
@enduml"
ex-00346,deployment,plantuml_deployment_diagram_training.jsonl,Create PlantUML with boundary elements,,"@startuml
boundary ""System Boundary"" {
  control ""Controller""
  entity ""Entity""
  database ""Storage""
}

actor User
User --> Controller
Controller --> Entity
Entity --> Storage
@enduml","Diagram type: deployment
Instruction: Create PlantUML with boundary elements
PlantUML output:
@startuml
boundary ""System Boundary"" {
  control ""Controller""
  entity ""Entity""
  database ""Storage""
}

actor User
User --> Controller
Controller --> Entity
Entity --> Storage
@enduml"
ex-00347,deployment,plantuml_deployment_diagram_training.jsonl,Generate a deployment diagram with hexagons for services,,"@startuml
hexagon ""Service A""
hexagon ""Service B""
hexagon ""Service C""
hexagon ""API Gateway""

""API Gateway"" --> ""Service A""
""API Gateway"" --> ""Service B""
""API Gateway"" --> ""Service C""
@enduml","Diagram type: deployment
Instruction: Generate a deployment diagram with hexagons for services
PlantUML output:
@startuml
hexagon ""Service A""
hexagon ""Service B""
hexagon ""Service C""
hexagon ""API Gateway""

""API Gateway"" --> ""Service A""
""API Gateway"" --> ""Service B""
""API Gateway"" --> ""Service C""
@enduml"
ex-00348,deployment,plantuml_deployment_diagram_training.jsonl,Show process flow in deployment context,,"@startuml
process ""Data Ingestion""
process ""Data Processing""
process ""Data Storage""
process ""Data Retrieval""

""Data Ingestion"" --> ""Data Processing""
""Data Processing"" --> ""Data Storage""
""Data Storage"" --> ""Data Retrieval""
@enduml","Diagram type: deployment
Instruction: Show process flow in deployment context
PlantUML output:
@startuml
process ""Data Ingestion""
process ""Data Processing""
process ""Data Storage""
process ""Data Retrieval""

""Data Ingestion"" --> ""Data Processing""
""Data Processing"" --> ""Data Storage""
""Data Storage"" --> ""Data Retrieval""
@enduml"
ex-00349,deployment,plantuml_deployment_diagram_training.jsonl,Create a deployment diagram with cards for different environments,,"@startuml
card ""Development"" {
  node ""Dev Server""
  database ""Dev DB""
}

card ""Staging"" {
  node ""Stage Server""
  database ""Stage DB""
}

card ""Production"" {
  node ""Prod Server""
  database ""Prod DB""
}
@enduml","Diagram type: deployment
Instruction: Create a deployment diagram with cards for different environments
PlantUML output:
@startuml
card ""Development"" {
  node ""Dev Server""
  database ""Dev DB""
}

card ""Staging"" {
  node ""Stage Server""
  database ""Stage DB""
}

card ""Production"" {
  node ""Prod Server""
  database ""Prod DB""
}
@enduml"
ex-00350,deployment,plantuml_deployment_diagram_training.jsonl,Generate PlantUML with frames grouping related components,,"@startuml
frame ""Frontend Layer"" {
  component ""React App""
  component ""Vue App""
}

frame ""Backend Layer"" {
  component ""API Gateway""
  component ""Service Layer""
}

frame ""Data Layer"" {
  database ""Primary""
  database ""Cache""
}
@enduml","Diagram type: deployment
Instruction: Generate PlantUML with frames grouping related components
PlantUML output:
@startuml
frame ""Frontend Layer"" {
  component ""React App""
  component ""Vue App""
}

frame ""Backend Layer"" {
  component ""API Gateway""
  component ""Service Layer""
}

frame ""Data Layer"" {
  database ""Primary""
  database ""Cache""
}
@enduml"
ex-00351,deployment,plantuml_deployment_diagram_training.jsonl,Show correct syntax for rectangle containers,,"@startuml
rectangle ""Container 1"" {
  component comp1
  component comp2
}

rectangle ""Container 2"" {
  component comp3
  component comp4
}

comp1 --> comp3
comp2 --> comp4
@enduml","Diagram type: deployment
Instruction: Show correct syntax for rectangle containers
PlantUML output:
@startuml
rectangle ""Container 1"" {
  component comp1
  component comp2
}

rectangle ""Container 2"" {
  component comp3
  component comp4
}

comp1 --> comp3
comp2 --> comp4
@enduml"
ex-00352,deployment,plantuml_deployment_diagram_training.jsonl,Create a stack representation in deployment diagram,,"@startuml
stack ""Technology Stack"" {
  component ""Frontend""
  component ""API Layer""
  component ""Business Logic""
  component ""Data Access""
  database ""Database""
}
@enduml","Diagram type: deployment
Instruction: Create a stack representation in deployment diagram
PlantUML output:
@startuml
stack ""Technology Stack"" {
  component ""Frontend""
  component ""API Layer""
  component ""Business Logic""
  component ""Data Access""
  database ""Database""
}
@enduml"
ex-00353,deployment,plantuml_deployment_diagram_training.jsonl,Correct this invalid PlantUML: node node1 { component comp1 node node2 },node node1 { component comp1 node node2 },"@startuml
node node1 {
  component comp1
  node node2
}
@enduml","Diagram type: deployment
Instruction: Correct this invalid PlantUML: node node1 { component comp1 node node2 }
Additional input: node node1 { component comp1 node node2 }
PlantUML output:
@startuml
node node1 {
  component comp1
  node node2
}
@enduml"
ex-00354,deployment,plantuml_deployment_diagram_training.jsonl,Fix the syntax error in this deployment diagram,"cloud cloud1
cloud cloud2
cloud1 -> cloud2","@startuml
cloud cloud1
cloud cloud2
cloud1 --> cloud2
@enduml","Diagram type: deployment
Instruction: Fix the syntax error in this deployment diagram
Additional input: cloud cloud1
cloud cloud2
cloud1 -> cloud2
PlantUML output:
@startuml
cloud cloud1
cloud cloud2
cloud1 --> cloud2
@enduml"
ex-00355,deployment,plantuml_deployment_diagram_training.jsonl,What is wrong with: component [comp1] { file f1 },component [comp1] { file f1 },"@startuml
component comp1 {
  file f1
}
' OR using short form:
[comp1]
@enduml

' Note: When using curly braces for nesting, use long form 'component' keyword","Diagram type: deployment
Instruction: What is wrong with: component [comp1] { file f1 }
Additional input: component [comp1] { file f1 }
PlantUML output:
@startuml
component comp1 {
  file f1
}
' OR using short form:
[comp1]
@enduml

' Note: When using curly braces for nesting, use long form 'component' keyword"
ex-00356,deployment,plantuml_deployment_diagram_training.jsonl,Generate a proper PlantUML deployment diagram with multiple arrow styles,,"@startuml
node n1
node n2
node n3
node n4
node n5

n1 --> n2 : normal
n1 -[bold]-> n3 : bold
n1 -[dashed]-> n4 : dashed  
n1 -[dotted]-> n5 : dotted
@enduml","Diagram type: deployment
Instruction: Generate a proper PlantUML deployment diagram with multiple arrow styles
PlantUML output:
@startuml
node n1
node n2
node n3
node n4
node n5

n1 --> n2 : normal
n1 -[bold]-> n3 : bold
n1 -[dashed]-> n4 : dashed  
n1 -[dotted]-> n5 : dotted
@enduml"
ex-00357,deployment,plantuml_deployment_diagram_training.jsonl,Show how to properly nest multiple levels,,"@startuml
cloud ""Cloud Provider"" {
  node ""Region 1"" {
    frame ""Availability Zone A"" {
      component ""Service 1""
      database ""DB 1""
    }
    frame ""Availability Zone B"" {
      component ""Service 2""
      database ""DB 2""
    }
  }
}
@enduml","Diagram type: deployment
Instruction: Show how to properly nest multiple levels
PlantUML output:
@startuml
cloud ""Cloud Provider"" {
  node ""Region 1"" {
    frame ""Availability Zone A"" {
      component ""Service 1""
      database ""DB 1""
    }
    frame ""Availability Zone B"" {
      component ""Service 2""
      database ""DB 2""
    }
  }
}
@enduml"
ex-00358,deployment,plantuml_deployment_diagram_training.jsonl,Create a complete deployment diagram with styling,,"@startuml
<style>
node {
  BackgroundColor lightblue
  LineColor darkblue
}
database {
  BackgroundColor lightgreen
  LineColor darkgreen
}
</style>

node ""Application Server"" {
  component ""Web App""
}

node ""Database Server"" {
  database ""Main DB""
}

""Web App"" --> ""Main DB""
@enduml","Diagram type: deployment
Instruction: Create a complete deployment diagram with styling
PlantUML output:
@startuml
<style>
node {
  BackgroundColor lightblue
  LineColor darkblue
}
database {
  BackgroundColor lightgreen
  LineColor darkgreen
}
</style>

node ""Application Server"" {
  component ""Web App""
}

node ""Database Server"" {
  database ""Main DB""
}

""Web App"" --> ""Main DB""
@enduml"
ex-00359,deployment,plantuml_deployment_diagram_training.jsonl,Generate PlantUML showing proper use of allowmixing,,"@startuml
allowmixing

class UserModel
component UserService
node AppServer
database UserDB

UserModel --> UserService
UserService --> AppServer
AppServer --> UserDB
@enduml","Diagram type: deployment
Instruction: Generate PlantUML showing proper use of allowmixing
PlantUML output:
@startuml
allowmixing

class UserModel
component UserService
node AppServer
database UserDB

UserModel --> UserService
UserService --> AppServer
AppServer --> UserDB
@enduml"
ex-00360,deployment,plantuml_deployment_diagram_training.jsonl,Show a deployment diagram with all port types,,"@startuml
node ""Network Device"" {
  portin ""Input 1""
  portin ""Input 2""
  port ""Bidirectional""
  portout ""Output 1""
  portout ""Output 2""
}
@enduml","Diagram type: deployment
Instruction: Show a deployment diagram with all port types
PlantUML output:
@startuml
node ""Network Device"" {
  portin ""Input 1""
  portin ""Input 2""
  port ""Bidirectional""
  portout ""Output 1""
  portout ""Output 2""
}
@enduml"
ex-00361,deployment,plantuml_deployment_diagram_training.jsonl,Create a deployment showing container orchestration,,"@startuml
cloud ""Kubernetes"" {
  package ""Namespace: Production"" {
    node ""Pod 1"" {
      component ""Container 1""
      component ""Container 2""
    }
    node ""Pod 2"" {
      component ""Container 3""
    }
  }
  
  node ""Service"" {
    component ""Load Balancer""
  }
}
@enduml","Diagram type: deployment
Instruction: Create a deployment showing container orchestration
PlantUML output:
@startuml
cloud ""Kubernetes"" {
  package ""Namespace: Production"" {
    node ""Pod 1"" {
      component ""Container 1""
      component ""Container 2""
    }
    node ""Pod 2"" {
      component ""Container 3""
    }
  }
  
  node ""Service"" {
    component ""Load Balancer""
  }
}
@enduml"
ex-00362,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram with two simple objects named User and Account.,,"@startuml
object User
object Account
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram with two simple objects named User and Account.
PlantUML output:
@startuml
object User
object Account
@enduml"
ex-00363,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for an object with a quoted name containing spaces.,,"@startuml
object ""My First Object"" as obj1
object ""Another Object"" as obj2
@enduml","Diagram type: object
Instruction: Generate PlantUML code for an object with a quoted name containing spaces.
PlantUML output:
@startuml
object ""My First Object"" as obj1
object ""Another Object"" as obj2
@enduml"
ex-00364,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram showing an extension relationship between two objects.,,"@startuml
object Parent
object Child
Parent <|-- Child
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram showing an extension relationship between two objects.
PlantUML output:
@startuml
object Parent
object Child
Parent <|-- Child
@enduml"
ex-00365,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code showing a composition relationship where Object1 is composed of Object2.,,"@startuml
object Object1
object Object2
Object1 *-- Object2
@enduml","Diagram type: object
Instruction: Generate PlantUML code showing a composition relationship where Object1 is composed of Object2.
PlantUML output:
@startuml
object Object1
object Object2
Object1 *-- Object2
@enduml"
ex-00366,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram with an aggregation relationship.,,"@startuml
object Container
object Part
Container o-- Part
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram with an aggregation relationship.
PlantUML output:
@startuml
object Container
object Part
Container o-- Part
@enduml"
ex-00367,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code showing a dependency relationship with a label.,,"@startuml
object Client
object Service
Client --> Service : uses
@enduml","Diagram type: object
Instruction: Generate PlantUML code showing a dependency relationship with a label.
PlantUML output:
@startuml
object Client
object Service
Client --> Service : uses
@enduml"
ex-00368,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram with a dotted dependency line.,,"@startuml
object Component1
object Component2
Component1 ..> Component2
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram with a dotted dependency line.
PlantUML output:
@startuml
object Component1
object Component2
Component1 ..> Component2
@enduml"
ex-00369,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for an object diagram with cardinality on a relationship.,,"@startuml
object Team
object Member
Team o-- ""4"" Member
@enduml","Diagram type: object
Instruction: Generate PlantUML code for an object diagram with cardinality on a relationship.
PlantUML output:
@startuml
object Team
object Member
Team o-- ""4"" Member
@enduml"
ex-00370,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram showing multiple relationship types.,,"@startuml
object Object01
object Object02
object Object03
object Object04
object Object05
object Object06
object Object07
object Object08
Object01 <|-- Object02
Object03 *-- Object04
Object05 o-- ""4"" Object06
Object07 .. Object08 : some labels
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram showing multiple relationship types.
PlantUML output:
@startuml
object Object01
object Object02
object Object03
object Object04
object Object05
object Object06
object Object07
object Object08
Object01 <|-- Object02
Object03 *-- Object04
Object05 o-- ""4"" Object06
Object07 .. Object08 : some labels
@enduml"
ex-00371,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for an association object using a diamond.,,"@startuml
object o1
object o2
diamond dia
object o3
o1 --> dia
o2 --> dia
dia --> o3
@enduml","Diagram type: object
Instruction: Generate PlantUML code for an association object using a diamond.
PlantUML output:
@startuml
object o1
object o2
diamond dia
object o3
o1 --> dia
o2 --> dia
dia --> o3
@enduml"
ex-00372,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object with fields using the colon syntax.,,"@startuml
object user
user : name = ""Dummy""
user : id = 123
@enduml","Diagram type: object
Instruction: Create a PlantUML object with fields using the colon syntax.
PlantUML output:
@startuml
object user
user : name = ""Dummy""
user : id = 123
@enduml"
ex-00373,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for an object with fields grouped in brackets.,,"@startuml
object user {
  name = ""Dummy""
  id = 123
}
@enduml","Diagram type: object
Instruction: Generate PlantUML code for an object with fields grouped in brackets.
PlantUML output:
@startuml
object user {
  name = ""Dummy""
  id = 123
}
@enduml"
ex-00374,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram with an object containing multiple fields of different types.,,"@startuml
object Employee {
  name = ""John Doe""
  id = 12345
  salary = 75000.00
  active = true
}
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram with an object containing multiple fields of different types.
PlantUML output:
@startuml
object Employee {
  name = ""John Doe""
  id = 12345
  salary = 75000.00
  active = true
}
@enduml"
ex-00375,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for a map table representing capital cities.,,"@startuml
map CapitalCity {
  UK => London
  USA => Washington
  Germany => Berlin
}
@enduml","Diagram type: object
Instruction: Generate PlantUML code for a map table representing capital cities.
PlantUML output:
@startuml
map CapitalCity {
  UK => London
  USA => Washington
  Germany => Berlin
}
@enduml"
ex-00376,object,plantuml_object_diagram_training.jsonl,Create a PlantUML map with a descriptive title using markdown.,,"@startuml
map ""Map **Country => CapitalCity**"" as CC {
  UK => London
  USA => Washington
  Germany => Berlin
}
@enduml","Diagram type: object
Instruction: Create a PlantUML map with a descriptive title using markdown.
PlantUML output:
@startuml
map ""Map **Country => CapitalCity**"" as CC {
  UK => London
  USA => Washington
  Germany => Berlin
}
@enduml"
ex-00377,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for a map with type annotation.,,"@startuml
map ""map: Map<Integer, String>"" as users {
  1 => Alice
  2 => Bob
  3 => Charlie
}
@enduml","Diagram type: object
Instruction: Generate PlantUML code for a map with type annotation.
PlantUML output:
@startuml
map ""map: Map<Integer, String>"" as users {
  1 => Alice
  2 => Bob
  3 => Charlie
}
@enduml"
ex-00378,object,plantuml_object_diagram_training.jsonl,Create a PlantUML map with a link to an external object.,,"@startuml
object London
map CapitalCity {
  UK *-> London
  USA => Washington
  Germany => Berlin
}
@enduml","Diagram type: object
Instruction: Create a PlantUML map with a link to an external object.
PlantUML output:
@startuml
object London
map CapitalCity {
  UK *-> London
  USA => Washington
  Germany => Berlin
}
@enduml"
ex-00379,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for a map with multiple object links and varying arrow lengths.,,"@startuml
object London
object Washington
object Berlin
object NewYork
map CapitalCity {
  UK *-> London
  USA *--> Washington
  Germany *---> Berlin
}
NewYork --> CapitalCity::USA
@enduml","Diagram type: object
Instruction: Generate PlantUML code for a map with multiple object links and varying arrow lengths.
PlantUML output:
@startuml
object London
object Washington
object Berlin
object NewYork
map CapitalCity {
  UK *-> London
  USA *--> Washington
  Germany *---> Berlin
}
NewYork --> CapitalCity::USA
@enduml"
ex-00380,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram with packages containing objects and maps.,,"@startuml
package foo {
  object baz
}
package bar {
  map A {
    b *-> foo.baz
    c =>
  }
}
A::c --> foo
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram with packages containing objects and maps.
PlantUML output:
@startuml
package foo {
  object baz
}
package bar {
  map A {
    b *-> foo.baz
    c =>
  }
}
A::c --> foo
@enduml"
ex-00381,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for a map with labeled relationships to objects.,,"@startuml
object Foo
map Bar {
  abc=>
  def=>
}
object Baz
Bar::abc --> Baz : Label one
Foo --> Bar::def : Label two
@enduml","Diagram type: object
Instruction: Generate PlantUML code for a map with labeled relationships to objects.
PlantUML output:
@startuml
object Foo
map Bar {
  abc=>
  def=>
}
object Baz
Bar::abc --> Baz : Label one
Foo --> Bar::def : Label two
@enduml"
ex-00382,object,plantuml_object_diagram_training.jsonl,Create a PERT diagram using PlantUML maps with horizontal layout.,,"@startuml PERT
left to right direction
title PERT: Project Name
map Kick.Off {
}
map task.1 {
  Start => End
}
map task.2 {
  Start => End
}
map task.3 {
  Start => End
}
map task.4 {
  Start => End
}
map task.5 {
  Start => End
}
Kick.Off --> task.1 : Label 1
Kick.Off --> task.2 : Label 2
Kick.Off --> task.3 : Label 3
task.1 --> task.4
task.2 --> task.4
task.3 --> task.4
task.4 --> task.5 : Label 4
@enduml","Diagram type: object
Instruction: Create a PERT diagram using PlantUML maps with horizontal layout.
PlantUML output:
@startuml PERT
left to right direction
title PERT: Project Name
map Kick.Off {
}
map task.1 {
  Start => End
}
map task.2 {
  Start => End
}
map task.3 {
  Start => End
}
map task.4 {
  Start => End
}
map task.5 {
  Start => End
}
Kick.Off --> task.1 : Label 1
Kick.Off --> task.2 : Label 2
Kick.Off --> task.3 : Label 3
task.1 --> task.4
task.2 --> task.4
task.3 --> task.4
task.4 --> task.5 : Label 4
@enduml"
ex-00383,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for displaying JSON data alongside class and object diagrams.,,"@startuml
class Class
object Object
json JSON {
  ""fruit"":""Apple"",
  ""size"":""Large"",
  ""color"": [""Red"", ""Green""]
}
@enduml","Diagram type: object
Instruction: Generate PlantUML code for displaying JSON data alongside class and object diagrams.
PlantUML output:
@startuml
class Class
object Object
json JSON {
  ""fruit"":""Apple"",
  ""size"":""Large"",
  ""color"": [""Red"", ""Green""]
}
@enduml"
ex-00384,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram showing a user-profile relationship with fields.,,"@startuml
object User {
  username = ""jdoe""
  email = ""jdoe@example.com""
}
object Profile {
  bio = ""Software Developer""
  location = ""New York""
}
User --> Profile
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram showing a user-profile relationship with fields.
PlantUML output:
@startuml
object User {
  username = ""jdoe""
  email = ""jdoe@example.com""
}
object Profile {
  bio = ""Software Developer""
  location = ""New York""
}
User --> Profile
@enduml"
ex-00385,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for objects with implementation relationship using dotted line.,,"@startuml
object Interface
object Implementation
Interface <|.. Implementation
@enduml","Diagram type: object
Instruction: Generate PlantUML code for objects with implementation relationship using dotted line.
PlantUML output:
@startuml
object Interface
object Implementation
Interface <|.. Implementation
@enduml"
ex-00386,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram with bidirectional cardinality.,,"@startuml
object Student
object Course
Student ""*"" o-- ""*"" Course
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram with bidirectional cardinality.
PlantUML output:
@startuml
object Student
object Course
Student ""*"" o-- ""*"" Course
@enduml"
ex-00387,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for an object with both colon and bracket style fields.,,"@startuml
object Product {
  name = ""Laptop""
  price = 999.99
}
Product : category = ""Electronics""
Product : inStock = true
@enduml","Diagram type: object
Instruction: Generate PlantUML code for an object with both colon and bracket style fields.
PlantUML output:
@startuml
object Product {
  name = ""Laptop""
  price = 999.99
}
Product : category = ""Electronics""
Product : inStock = true
@enduml"
ex-00388,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram with nested package structure.,,"@startuml
package ""System"" {
  package ""Core"" {
    object Database
  }
  package ""UI"" {
    object WebInterface
  }
  WebInterface --> Database
}
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram with nested package structure.
PlantUML output:
@startuml
package ""System"" {
  package ""Core"" {
    object Database
  }
  package ""UI"" {
    object WebInterface
  }
  WebInterface --> Database
}
@enduml"
ex-00389,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code showing composition with cardinality and label.,,"@startuml
object Car
object Wheel
Car *-- ""4"" Wheel : has
@enduml","Diagram type: object
Instruction: Generate PlantUML code showing composition with cardinality and label.
PlantUML output:
@startuml
object Car
object Wheel
Car *-- ""4"" Wheel : has
@enduml"
ex-00390,object,plantuml_object_diagram_training.jsonl,Create a PlantUML map representing a key-value configuration.,,"@startuml
map ""Config: Application Settings"" as config {
  port => 8080
  host => localhost
  debug => true
}
@enduml","Diagram type: object
Instruction: Create a PlantUML map representing a key-value configuration.
PlantUML output:
@startuml
map ""Config: Application Settings"" as config {
  port => 8080
  host => localhost
  debug => true
}
@enduml"
ex-00391,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for multiple objects with various field types and relationships.,,"@startuml
object Order {
  orderId = 1001
  date = ""2025-01-15""
  total = 299.99
}
object Customer {
  customerId = 5001
  name = ""Jane Smith""
}
object Product {
  productId = 3001
  name = ""Widget""
  price = 29.99
}
Customer --> Order
Order o-- ""*"" Product
@enduml","Diagram type: object
Instruction: Generate PlantUML code for multiple objects with various field types and relationships.
PlantUML output:
@startuml
object Order {
  orderId = 1001
  date = ""2025-01-15""
  total = 299.99
}
object Customer {
  customerId = 5001
  name = ""Jane Smith""
}
object Product {
  productId = 3001
  name = ""Widget""
  price = 29.99
}
Customer --> Order
Order o-- ""*"" Product
@enduml"
ex-00392,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram with a diamond association and multiple connections.,,"@startuml
object Student1
object Student2
object Student3
diamond enrollment
object Course
Student1 --> enrollment
Student2 --> enrollment
Student3 --> enrollment
enrollment --> Course
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram with a diamond association and multiple connections.
PlantUML output:
@startuml
object Student1
object Student2
object Student3
diamond enrollment
object Course
Student1 --> enrollment
Student2 --> enrollment
Student3 --> enrollment
enrollment --> Course
@enduml"
ex-00393,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for objects with dotted extension lines.,,"@startuml
object BaseClass
object DerivedClass
BaseClass <|.. DerivedClass
@enduml","Diagram type: object
Instruction: Generate PlantUML code for objects with dotted extension lines.
PlantUML output:
@startuml
object BaseClass
object DerivedClass
BaseClass <|.. DerivedClass
@enduml"
ex-00394,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram showing aggregation with descriptive labels.,,"@startuml
object Department
object Employee
Department o-- Employee : employs
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram showing aggregation with descriptive labels.
PlantUML output:
@startuml
object Department
object Employee
Department o-- Employee : employs
@enduml"
ex-00395,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for a map with empty value entries.,,"@startuml
map Registry {
  key1 =>
  key2 =>
  key3 =>
}
@enduml","Diagram type: object
Instruction: Generate PlantUML code for a map with empty value entries.
PlantUML output:
@startuml
map Registry {
  key1 =>
  key2 =>
  key3 =>
}
@enduml"
ex-00396,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram with specialized relationship symbols.,,"@startuml
object Animal
object Dog
object Cat
Animal <|-- Dog
Animal <|-- Cat
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram with specialized relationship symbols.
PlantUML output:
@startuml
object Animal
object Dog
object Cat
Animal <|-- Dog
Animal <|-- Cat
@enduml"
ex-00397,object,plantuml_object_diagram_training.jsonl,"Generate PlantUML code for objects with string, numeric, and boolean fields.",,"@startuml
object Configuration {
  appName = ""MyApp""
  version = 2.1
  enabled = true
  maxConnections = 100
}
@enduml","Diagram type: object
Instruction: Generate PlantUML code for objects with string, numeric, and boolean fields.
PlantUML output:
@startuml
object Configuration {
  appName = ""MyApp""
  version = 2.1
  enabled = true
  maxConnections = 100
}
@enduml"
ex-00398,object,plantuml_object_diagram_training.jsonl,Create a PlantUML map linked to multiple external objects with qualified names.,,"@startuml
object ObjA
object ObjB
object ObjC
map Connector {
  portA =>
  portB =>
  portC =>
}
ObjA --> Connector::portA
ObjB --> Connector::portB
ObjC --> Connector::portC
@enduml","Diagram type: object
Instruction: Create a PlantUML map linked to multiple external objects with qualified names.
PlantUML output:
@startuml
object ObjA
object ObjB
object ObjC
map Connector {
  portA =>
  portB =>
  portC =>
}
ObjA --> Connector::portA
ObjB --> Connector::portB
ObjC --> Connector::portC
@enduml"
